x,x,x,0.040329,0.192105,0.21917,0.209664,0.192739,0.175456,0.159333,0.144602,0.131214,0.11906,0.108031,0.098023,0.088942,0.080703,0.073227,0.066443,0.060288,0.054703,0.049636,0.045037,0.040865,0.03708,0.033645,0.030528,0.0277,0.025134,0.022805,0.020693,0.018776,0.017036
x,x,y,0.003754,0.215661,0.239929,0.215727,0.188553,0.166174,0.148138,0.133117,0.120173,0.108758,0.098554,0.089365,0.08106,0.073538,0.06672,0.060537,0.054928,0.049839,0.045222,0.041032,0.037231,0.033782,0.030653,0.027813,0.025236,0.022899,0.020777,0.018853,0.017106,0.015521
x,x,zp,0.003754,0.218054,0.238705,0.213987,0.187506,0.165803,0.148174,0.133351,0.120486,0.10909,0.098877,0.089668,0.081339,0.073794,0.066953,0.060749,0.05512,0.050014,0.04538,0.041176,0.037362,0.033901,0.03076,0.027911,0.025325,0.022979,0.02085,0.018919,0.017166,0.015576
x,x,zm,0.003754,0.213268,0.241152,0.217467,0.1896,0.166546,0.148101,0.132882,0.11986,0.108426,0.098231,0.089062,0.08078,0.073282,0.066487,0.060325,0.054735,0.049664,0.045063,0.040888,0.0371,0.033663,0.030545,0.027715,0.025148,0.022818,0.020704,0.018786,0.017046,0.015467
x,y,x,0.119043,0.106558,0.07067,0.048619,0.038671,0.033609,0.030165,0.027313,0.024778,0.022484,0.020402,0.018513,0.016798,0.015242,0.01383,0.012549,0.011386,0.010331,0.009374,0.008506,0.007718,0.007003,0.006354,0.005766,0.005231,0.004747,0.004307,0.003908,0.003546,0.003218
x,y,y,0.09756,0.147341,0.095872,0.055229,0.03416,0.02385,0.018498,0.01539,0.013339,0.01182,0.010596,0.009556,0.008644,0.007831,0.0071,0.00644,0.005842,0.005301,0.004809,0.004364,0.003959,0.003593,0.00326,0.002958,0.002684,0.002435,0.00221,0.002005,0.001819,0.001651
x,y,zp,0.09756,0.147581,0.09579,0.054861,0.033681,0.023367,0.018046,0.014976,0.012963,0.011478,0.010286,0.009275,0.008389,0.0076,0.00689,0.006249,0.005669,0.005143,0.004667,0.004234,0.003842,0.003486,0.003163,0.00287,0.002604,0.002363,0.002144,0.001945,0.001765,0.001602
x,y,zm,0.09756,0.147012,0.095658,0.054919,0.033807,0.023504,0.018176,0.015096,0.013071,0.011577,0.010376,0.009356,0.008463,0.007667,0.006951,0.006304,0.005719,0.005189,0.004708,0.004272,0.003876,0.003517,0.003191,0.002895,0.002627,0.002384,0.002163,0.001963,0.001781,0.001616
x,zp,x,-0.389302,-0.047879,0.054585,0.070794,0.068754,0.063466,0.057887,0.052615,0.047769,0.043352,0.039338,0.035695,0.032388,0.029388,0.026666,0.024195,0.021954,0.01992,0.018075,0.0164,0.014881,0.013503,0.012252,0.011117,0.010087,0.009152,0.008305,0.007535,0.006837,0.006204
x,zp,y,0.090556,0.140337,0.107257,0.072643,0.051469,0.039534,0.032497,0.027925,0.024621,0.022011,0.019822,0.017917,0.016226,0.014708,0.013339,0.012101,0.010978,0.009961,0.009038,0.0082,0.007441,0.006751,0.006126,0.005558,0.005043,0.004576,0.004152,0.003768,0.003419,0.003102
x,zp,zp,0.090556,0.140735,0.107467,0.072612,0.051345,0.039391,0.032359,0.027798,0.024504,0.021906,0.019726,0.01783,0.016147,0.014637,0.013274,0.012042,0.010925,0.009912,0.008994,0.00816,0.007404,0.006718,0.006096,0.005531,0.005019,0.004554,0.004132,0.003749,0.003402,0.003087
x,zp,zm,0.090556,0.139939,0.107047,0.072674,0.051594,0.039678,0.032635,0.028053,0.024737,0.022116,0.019917,0.018004,0.016305,0.01478,0.013404,0.01216,0.011032,0.010009,0.009082,0.00824,0.007477,0.006784,0.006156,0.005585,0.005068,0.004598,0.004173,0.003786,0.003435,0.003117
x,zm,x,0.627387,0.260994,0.086754,0.026445,0.008589,0.003751,0.002444,0.002012,0.001787,0.001616,0.001466,0.00133,0.001207,0.001095,0.000994,0.000902,0.000818,0.000743,0.000674,0.000611,0.000555,0.000503,0.000457,0.000414,0.000376,0.000341,0.00031,0.000281,0.000255,0.000231
x,zm,y,0.104565,0.154255,0.084191,0.037137,0.016019,0.007336,0.003725,0.002147,0.001413,0.001045,0.000841,0.000714,0.000626,0.000558,0.000502,0.000453,0.00041,0.000372,0.000337,0.000306,0.000277,0.000252,0.000228,0.000207,0.000188,0.000171,0.000155,0.00014,0.000127,0.000116
x,zm,zp,0.104565,0.154426,0.084113,0.03711,0.016018,0.007343,0.003733,0.002155,0.001421,0.001051,0.000847,0.00072,0.000631,0.000562,0.000506,0.000457,0.000413,0.000375,0.00034,0.000308,0.00028,0.000254,0.00023,0.000209,0.00019,0.000172,0.000156,0.000142,0.000128,0.000117
x,zm,zm,0.104565,0.154085,0.084269,0.037164,0.01602,0.007329,0.003717,0.00214,0.001406,0.001038,0.000835,0.000709,0.000621,0.000553,0.000498,0.000449,0.000407,0.000369,0.000334,0.000303,0.000275,0.00025,0.000226,0.000206,0.000186,0.000169,0.000154,0.000139,0.000126,0.000115
y,x,x,-0.072324,0.027626,0.119151,0.154566,0.159737,0.152912,0.142081,0.130358,0.118917,0.108187,0.098294,0.089247,0.081006,0.073514,0.066709,0.060532,0.054925,0.049838,0.045221,0.041032,0.037231,0.033782,0.030652,0.027813,0.025236,0.022899,0.020777,0.018853,0.017106,0.015521
y,x,y,-0.093806,0.068365,0.144205,0.160837,0.154809,0.142739,0.130027,0.11808,0.107156,0.09723,0.088223,0.080049,0.072634,0.065905,0.0598,0.05426,0.049233,0.044673,0.040534,0.036779,0.033372,0.030281,0.027475,0.02493,0.022621,0.020525,0.018624,0.016898,0.015333,0.013913
y,x,zp,-0.093806,0.070474,0.142915,0.159126,0.153825,0.142436,0.130129,0.118375,0.107524,0.097611,0.08859,0.080393,0.07295,0.066195,0.060063,0.0545,0.049451,0.04487,0.040713,0.036942,0.03352,0.030414,0.027597,0.02504,0.022721,0.020616,0.018706,0.016973,0.015401,0.013974
y,x,zm,-0.093806,0.066256,0.145495,0.162548,0.155794,0.143042,0.129925,0.117786,0.106789,0.096849,0.087855,0.079706,0.072317,0.065616,0.059536,0.05402,0.049016,0.044475,0.040355,0.036617,0.033224,0.030147,0.027354,0.02482,0.022521,0.020434,0.018541,0.016824,0.015265,0.013851
y,y,x,0.00639,-0.055118,-0.027839,-0.006413,0.00527,0.010578,0.01244,0.012631,0.012083,0.011249,0.010336,0.009438,0.00859,0.007807,0.007089,0.006435,0.00584,0.005299,0.004809,0.004363,0.003959,0.003592,0.00326,0.002958,0.002684,0.002435,0.00221,0.002005,0.001819,0.001651
y,zp,x,-0.479857,-0.188216,-0.052672,-0.001849,0.017285,0.023932,0.02539,0.02469,0.023148,0.021341,0.019517,0.017778,0.016163,0.01468,0.013326,0.012095,0.010976,0.009959,0.009037,0.0082,0.00744,0.006751,0.006126,0.005558,0.005043,0.004576,0.004152,0.003768,0.003419,0.003102
y,zm,x,0.522823,0.106739,0.002563,-0.010692,-0.00743,-0.003585,-0.001281,-0.000135,0.000374,0.000571,0.000625,0.000616,0.000581,0.000538,0.000492,0.000449,0.000408,0.000371,0.000337,0.000306,0.000277,0.000252,0.000228,0.000207,0.000188,0.000171,0.000155,0.00014,0.000127,0.000116
zp,x,x,-0.124137,0.046067,0.135493,0.162778,0.163554,0.154809,0.143159,0.131067,0.119447,0.108617,0.098661,0.08957,0.081295,0.073774,0.066944,0.060745,0.055118,0.050013,0.04538,0.041176,0.037362,0.033901,0.03076,0.027911,0.025325,0.022979,0.02085,0.018919,0.017166,0.015576
zp,x,y,-0.139084,0.084407,0.1599,0.168974,0.158673,0.144701,0.131169,0.11885,0.10774,0.09771,0.088635,0.080414,0.07296,0.066199,0.060065,0.054501,0.049451,0.04487,0.040714,0.036942,0.03352,0.030415,0.027597,0.02504,0.022721,0.020616,0.018706,0.016973,0.015401,0.013974
zp,x,zp,-0.139084,0.08654,0.1586,0.16726,0.157688,0.144398,0.131271,0.119145,0.108108,0.098091,0.089004,0.080758,0.073277,0.066488,0.060329,0.05474,0.049669,0.045068,0.040893,0.037105,0.033667,0.030549,0.027719,0.025151,0.022821,0.020707,0.018789,0.017048,0.015469,0.014036
zp,x,zm,-0.139084,0.082273,0.1612,0.170687,0.159657,0.145004,0.131067,0.118555,0.107372,0.097328,0.088267,0.08007,0.072643,0.065909,0.059801,0.054261,0.049234,0.044673,0.040534,0.036779,0.033372,0.03028,0.027475,0.02493,0.022621,0.020525,0.018624,0.016898,0.015333,0.013913
zp,y,x,0.014947,-0.038339,-0.024407,-0.006196,0.004881,0.010108,0.01199,0.012217,0.011707,0.010907,0.010026,0.009156,0.008335,0.007575,0.006879,0.006244,0.005667,0.005142,0.004666,0.004234,0.003842,0.003486,0.003163,0.00287,0.002604,0.002363,0.002144,0.001945,0.001765,0.001602
zp,zp,x,-0.492928,-0.183983,-0.051196,-0.001631,0.017202,0.023795,0.025252,0.024562,0.023032,0.021235,0.019421,0.017691,0.016084,0.014608,0.013261,0.012036,0.010922,0.009911,0.008993,0.00816,0.007404,0.006718,0.006096,0.005531,0.005019,0.004554,0.004132,0.003749,0.003402,0.003087
zp,zm,x,0.522823,0.107304,0.002381,-0.01076,-0.00744,-0.00358,-0.001273,-0.000128,0.000381,0.000578,0.000631,0.000622,0.000586,0.000542,0.000496,0.000453,0.000412,0.000374,0.000339,0.000308,0.00028,0.000254,0.00023,0.000209,0.00019,0.000172,0.000156,0.000142,0.000128,0.000117
zm,x,x,-0.020511,0.009186,0.102808,0.146355,0.155919,0.151016,0.141004,0.129648,0.118388,0.107756,0.097926,0.088923,0.080717,0.073254,0.066474,0.060319,0.054732,0.049663,0.045062,0.040888,0.0371,0.033663,0.030545,0.027715,0.025148,0.022818,0.020704,0.018786,0.017046,0.015467
zm,x,y,-0.048529,0.052323,0.128509,0.1527,0.150946,0.140776,0.128885,0.117311,0.106572,0.096751,0.08781,0.079685,0.072308,0.065611,0.059534,0.05402,0.049015,0.044475,0.040355,0.036616,0.033224,0.030147,0.027354,0.02482,0.022521,0.020434,0.018541,0.016824,0.015265,0.013851
zm,x,zp,-0.048529,0.054407,0.12723,0.150992,0.149961,0.140473,0.128986,0.117605,0.10694,0.097131,0.088177,0.080029,0.072624,0.065901,0.059798,0.054259,0.049233,0.044672,0.040534,0.036779,0.033372,0.03028,0.027475,0.02493,0.022621,0.020525,0.018624,0.016898,0.015333,0.013913
zm,x,zm,-0.048529,0.050239,0.129789,0.154409,0.15193,0.14108,0.128784,0.117017,0.106205,0.09637,0.087442,0.079342,0.071991,0.065322,0.059271,0.05378,0.048798,0.044278,0.040176,0.036454,0.033077,0.030013,0.027232,0.02471,0.022421,0.020344,0.018459,0.016749,0.015197,0.01379
zm,y,x,0.028018,-0.043138,-0.025701,-0.006346,0.004974,0.010239,0.012119,0.012337,0.011815,0.011006,0.010116,0.009238,0.008409,0.007642,0.00694,0.006299,0.005717,0.005188,0.004708,0.004272,0.003876,0.003517,0.003191,0.002895,0.002627,0.002384,0.002163,0.001963,0.001781,0.001616
zm,zp,x,-0.466787,-0.192449,-0.054147,-0.002067,0.017368,0.024069,0.025527,0.024817,0.023264,0.021446,0.019612,0.017865,0.016241,0.014751,0.013391,0.012154,0.011029,0.010008,0.009081,0.00824,0.007477,0.006784,0.006156,0.005585,0.005068,0.004598,0.004173,0.003786,0.003435,0.003117
zm,zm,x,0.522823,0.106174,0.002744,-0.010624,-0.00742,-0.00359,-0.001289,-0.000143,0.000367,0.000565,0.000619,0.000611,0.000576,0.000533,0.000488,0.000445,0.000405,0.000368,0.000334,0.000303,0.000275,0.00025,0.000226,0.000206,0.000186,0.000169,0.000154,0.000139,0.000126,0.000115
