x,x,x,0.079217,0.092253,0.077987,0.068576,0.061664,0.055821,0.050619,0.045923,0.041667,0.037807,0.034305,0.031127,0.028243,0.025627,0.023253,0.021099,0.019144,0.017371,0.015761,0.014301,0.012977,0.011774,0.010684,0.009694,0.008796,0.007981,0.007242,0.006571,0.005962,0.00541
x,x,y,-0.043474,0.036265,0.057353,0.058848,0.055281,0.050647,0.046072,0.04183,0.03796,0.034445,0.031254,0.028358,0.025731,0.023348,0.021185,0.019222,0.017442,0.015826,0.01436,0.01303,0.011822,0.010727,0.009734,0.008832,0.008014,0.007271,0.006598,0.005986,0.005432,0.004929
x,x,zp,-0.062683,0.043394,0.060673,0.06007,0.055768,0.050902,0.046253,0.041981,0.038094,0.034566,0.031363,0.028458,0.025822,0.02343,0.021259,0.01929,0.017503,0.015881,0.01441,0.013075,0.011864,0.010765,0.009768,0.008863,0.008042,0.007297,0.006621,0.006008,0.005451,0.004946
x,x,zm,-0.024264,0.029135,0.054034,0.057626,0.054794,0.050392,0.045892,0.041679,0.037826,0.034323,0.031144,0.028259,0.025641,0.023266,0.02111,0.019155,0.01738,0.01577,0.014309,0.012984,0.011781,0.01069,0.009699,0.008801,0.007986,0.007246,0.006575,0.005965,0.005413,0.004911
x,y,x,-0.14486,0.057934,0.039883,0.020472,0.013566,0.010993,0.009659,0.008693,0.007873,0.007141,0.006479,0.005879,0.005334,0.00484,0.004392,0.003985,0.003616,0.003281,0.002977,0.002701,0.002451,0.002224,0.002018,0.001831,0.001661,0.001507,0.001368,0.001241,0.001126,0.001022
x,y,y,-0.079434,0.03031,0.020813,0.010531,0.006959,0.005639,0.004955,0.00446,0.004039,0.003663,0.003324,0.003016,0.002736,0.002483,0.002253,0.002044,0.001855,0.001683,0.001527,0.001386,0.001257,0.001141,0.001035,0.000939,0.000852,0.000773,0.000702,0.000637,0.000578,0.000524
x,y,zp,-0.099582,0.031817,0.019933,0.010193,0.006752,0.005472,0.004808,0.004327,0.003919,0.003555,0.003225,0.002926,0.002655,0.002409,0.002186,0.001984,0.0018,0.001633,0.001482,0.001345,0.00122,0.001107,0.001004,0.000911,0.000827,0.00075,0.000681,0.000618,0.000561,0.000509
x,y,zm,-0.045278,0.026117,0.01995,0.010279,0.006814,0.005521,0.004851,0.004366,0.003954,0.003586,0.003254,0.002952,0.002679,0.002431,0.002205,0.002001,0.001816,0.001648,0.001495,0.001356,0.001231,0.001117,0.001013,0.000919,0.000834,0.000757,0.000687,0.000623,0.000565,0.000513
x,zp,x,-0.229349,0.074071,0.055224,0.032571,0.024291,0.020738,0.01852,0.01674,0.015176,0.013768,0.012492,0.011335,0.010285,0.009332,0.008467,0.007683,0.006971,0.006326,0.00574,0.005208,0.004725,0.004288,0.00389,0.00353,0.003203,0.002906,0.002637,0.002393,0.002171,0.00197
x,zp,y,-0.114675,0.037035,0.027612,0.016286,0.012146,0.010369,0.00926,0.00837,0.007588,0.006884,0.006246,0.005667,0.005142,0.004666,0.004234,0.003842,0.003486,0.003163,0.00287,0.002604,0.002363,0.002144,0.001945,0.001765,0.001602,0.001453,0.001319,0.001196,0.001086,0.000985
x,zp,zp,-0.138794,0.041105,0.027829,0.016212,0.01208,0.010316,0.009214,0.008329,0.007551,0.00685,0.006216,0.00564,0.005117,0.004643,0.004213,0.003823,0.003469,0.003147,0.002856,0.002591,0.002351,0.002133,0.001936,0.001756,0.001594,0.001446,0.001312,0.001191,0.00108,0.00098
x,zp,zm,-0.090556,0.032966,0.027396,0.016359,0.012212,0.010422,0.009306,0.008411,0.007625,0.006917,0.006276,0.005695,0.005167,0.004689,0.004254,0.00386,0.003503,0.003178,0.002884,0.002617,0.002374,0.002154,0.001955,0.001774,0.001609,0.00146,0.001325,0.001202,0.001091,0.00099
x,zm,x,-0.06037,0.041796,0.024541,0.008373,0.002841,0.001248,0.000797,0.000646,0.00057,0.000514,0.000466,0.000422,0.000383,0.000348,0.000316,0.000286,0.00026,0.000236,0.000214,0.000194,0.000176,0.00016,0.000145,0.000132,0.000119,0.000108,9.8e-05,8.9e-05,8.1e-05,7.3e-05
x,zm,y,-0.030185,0.020898,0.01227,0.004186,0.001421,0.000624,0.000399,0.000323,0.000285,0.000257,0.000233,0.000211,0.000192,0.000174,0.000158,0.000143,0.00013,0.000118,0.000107,9.7e-05,8.8e-05,8e-05,7.3e-05,6.6e-05,6e-05,5.4e-05,4.9e-05,4.5e-05,4e-05,3.7e-05
x,zm,zp,-0.06037,0.022529,0.012037,0.004174,0.001425,0.000628,0.000402,0.000326,0.000287,0.000259,0.000235,0.000213,0.000193,0.000175,0.000159,0.000144,0.000131,0.000119,0.000108,9.8e-05,8.9e-05,8.1e-05,7.3e-05,6.6e-05,6e-05,5.5e-05,5e-05,4.5e-05,4.1e-05,3.7e-05
x,zm,zm,0.0,0.019267,0.012504,0.004199,0.001417,0.00062,0.000396,0.00032,0.000283,0.000255,0.000231,0.00021,0.00019,0.000173,0.000157,0.000142,0.000129,0.000117,0.000106,9.6e-05,8.7e-05,7.9e-05,7.2e-05,6.5e-05,5.9e-05,5.4e-05,4.9e-05,4.4e-05,4e-05,3.6e-05
y,x,x,-0.043474,0.036265,0.057353,0.058848,0.055281,0.050647,0.046072,0.04183,0.03796,0.034445,0.031254,0.028358,0.025731,0.023348,0.021185,0.019222,0.017442,0.015826,0.01436,0.01303,0.011822,0.010727,0.009734,0.008832,0.008014,0.007271,0.006598,0.005986,0.005432,0.004929
y,x,y,0.028956,0.007298,0.037412,0.048612,0.048498,0.045151,0.041243,0.037484,0.034024,0.030874,0.028014,0.025419,0.023064,0.020928,0.018989,0.01723,0.015634,0.014186,0.012871,0.011679,0.010597,0.009615,0.008725,0.007916,0.007183,0.006518,0.005914,0.005366,0.004869,0.004418
y,x,zp,0.036899,0.011577,0.04074,0.049877,0.049016,0.045431,0.041445,0.037654,0.034175,0.031011,0.028138,0.025532,0.023166,0.02102,0.019073,0.017306,0.015703,0.014248,0.012928,0.011731,0.010644,0.009658,0.008763,0.007951,0.007215,0.006546,0.00594,0.00539,0.00489,0.004437
y,x,zm,0.021013,0.003018,0.034084,0.047347,0.04798,0.044871,0.041041,0.037313,0.033872,0.030737,0.02789,0.025307,0.022962,0.020835,0.018905,0.017154,0.015565,0.014123,0.012814,0.011627,0.01055,0.009573,0.008686,0.007881,0.007151,0.006489,0.005888,0.005342,0.004847,0.004398
y,y,x,-0.079434,0.03031,0.020813,0.010531,0.006959,0.005639,0.004955,0.00446,0.004039,0.003663,0.003324,0.003016,0.002736,0.002483,0.002253,0.002044,0.001855,0.001683,0.001527,0.001386,0.001257,0.001141,0.001035,0.000939,0.000852,0.000773,0.000702,0.000637,0.000578,0.000524
y,zp,x,-0.114675,0.037035,0.027612,0.016286,0.012146,0.010369,0.00926,0.00837,0.007588,0.006884,0.006246,0.005667,0.005142,0.004666,0.004234,0.003842,0.003486,0.003163,0.00287,0.002604,0.002363,0.002144,0.001945,0.001765,0.001602,0.001453,0.001319,0.001196,0.001086,0.000985
y,zm,x,-0.030185,0.020898,0.01227,0.004186,0.001421,0.000624,0.000399,0.000323,0.000285,0.000257,0.000233,0.000211,0.000192,0.000174,0.000158,0.000143,0.00013,0.000118,0.000107,9.7e-05,8.8e-05,8e-05,7.3e-05,6.6e-05,6e-05,5.4e-05,4.9e-05,4.5e-05,4e-05,3.7e-05
zp,x,x,-0.062683,0.043394,0.060673,0.06007,0.055768,0.050902,0.046253,0.041981,0.038094,0.034566,0.031363,0.028458,0.025822,0.02343,0.021259,0.01929,0.017503,0.015881,0.01441,0.013075,0.011864,0.010765,0.009768,0.008863,0.008042,0.007297,0.006621,0.006008,0.005451,0.004946
zp,x,y,0.036899,0.011577,0.04074,0.049877,0.049016,0.045431,0.041445,0.037654,0.034175,0.031011,0.028138,0.025532,0.023166,0.02102,0.019073,0.017306,0.015703,0.014248,0.012928,0.011731,0.010644,0.009658,0.008763,0.007951,0.007215,0.006546,0.00594,0.00539,0.00489,0.004437
zp,x,zp,0.031772,0.016232,0.044042,0.051142,0.049534,0.045711,0.041647,0.037824,0.034327,0.031148,0.028262,0.025644,0.023269,0.021113,0.019157,0.017382,0.015772,0.014311,0.012985,0.011782,0.010691,0.009701,0.008802,0.007986,0.007247,0.006575,0.005966,0.005414,0.004912,0.004457
zp,x,zm,0.042027,0.006922,0.037438,0.048612,0.048498,0.045151,0.041243,0.037483,0.034024,0.030874,0.028014,0.025419,0.023064,0.020928,0.018989,0.01723,0.015634,0.014185,0.012871,0.011679,0.010597,0.009615,0.008725,0.007916,0.007183,0.006518,0.005914,0.005366,0.004869,0.004418
zp,y,x,-0.099582,0.031817,0.019933,0.010193,0.006752,0.005472,0.004808,0.004327,0.003919,0.003555,0.003225,0.002926,0.002655,0.002409,0.002186,0.001984,0.0018,0.001633,0.001482,0.001345,0.00122,0.001107,0.001004,0.000911,0.000827,0.00075,0.000681,0.000618,0.000561,0.000509
zp,zp,x,-0.138794,0.041105,0.027829,0.016212,0.01208,0.010316,0.009214,0.008329,0.007551,0.00685,0.006216,0.00564,0.005117,0.004643,0.004213,0.003823,0.003469,0.003147,0.002856,0.002591,0.002351,0.002133,0.001936,0.001756,0.001594,0.001446,0.001312,0.001191,0.00108,0.00098
zp,zm,x,-0.06037,0.022529,0.012037,0.004174,0.001425,0.000628,0.000402,0.000326,0.000287,0.000259,0.000235,0.000213,0.000193,0.000175,0.000159,0.000144,0.000131,0.000119,0.000108,9.8e-05,8.9e-05,8.1e-05,7.3e-05,6.6e-05,6e-05,5.5e-05,5e-05,4.5e-05,4.1e-05,3.7e-05
zm,x,x,-0.024264,0.029135,0.054034,0.057626,0.054794,0.050392,0.045892,0.041679,0.037826,0.034323,0.031144,0.028259,0.025641,0.023266,0.02111,0.019155,0.01738,0.01577,0.014309,0.012984,0.011781,0.01069,0.009699,0.008801,0.007986,0.007246,0.006575,0.005965,0.005413,0.004911
zm,x,y,0.021013,0.003018,0.034084,0.047347,0.04798,0.044871,0.041041,0.037313,0.033872,0.030737,0.02789,0.025307,0.022962,0.020835,0.018905,0.017154,0.015565,0.014123,0.012814,0.011627,0.01055,0.009573,0.008686,0.007881,0.007151,0.006489,0.005888,0.005342,0.004847,0.004398
zm,x,zp,0.042027,0.006922,0.037438,0.048612,0.048498,0.045151,0.041243,0.037483,0.034024,0.030874,0.028014,0.025419,0.023064,0.020928,0.018989,0.01723,0.015634,0.014185,0.012871,0.011679,0.010597,0.009615,0.008725,0.007916,0.007183,0.006518,0.005914,0.005366,0.004869,0.004418
zm,x,zm,0.0,-0.000885,0.030729,0.046082,0.047463,0.044591,0.040839,0.037143,0.033721,0.030601,0.027767,0.025194,0.02286,0.020743,0.018821,0.017078,0.015496,0.01406,0.012758,0.011576,0.010503,0.00953,0.008647,0.007846,0.00712,0.00646,0.005862,0.005319,0.004826,0.004379
zm,y,x,-0.045278,0.026117,0.01995,0.010279,0.006814,0.005521,0.004851,0.004366,0.003954,0.003586,0.003254,0.002952,0.002679,0.002431,0.002205,0.002001,0.001816,0.001648,0.001495,0.001356,0.001231,0.001117,0.001013,0.000919,0.000834,0.000757,0.000687,0.000623,0.000565,0.000513
zm,zp,x,-0.090556,0.032966,0.027396,0.016359,0.012212,0.010422,0.009306,0.008411,0.007625,0.006917,0.006276,0.005695,0.005167,0.004689,0.004254,0.00386,0.003503,0.003178,0.002884,0.002617,0.002374,0.002154,0.001955,0.001774,0.001609,0.00146,0.001325,0.001202,0.001091,0.00099
zm,zm,x,0.0,0.019267,0.012504,0.004199,0.001417,0.00062,0.000396,0.00032,0.000283,0.000255,0.000231,0.00021,0.00019,0.000173,0.000157,0.000142,0.000129,0.000117,0.000106,9.6e-05,8.7e-05,7.9e-05,7.2e-05,6.5e-05,5.9e-05,5.4e-05,4.9e-05,4.4e-05,4e-05,3.6e-05
